yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagiNAO,nipples,pregNAOnt,wgt,tag,note2,ltag,note3,note5
1994,11,201,1,1,17,681244.224,3535281.574,DM,F,J,,,,27,4E14E1,*,0,,
2009,3,371,1,1,17,681244.224,3535281.574,RM,F,,,,,10,013D1F,*,,,
2008,4,359,1,1,17,681244.224,3535281.574,PB,M,,,,,46,436A17,,,,
2007,12,355,1,1,17,681244.224,3535281.574,PB,F,,,,,28,60072A,,,,
2008,3,358,1,1,17,681244.224,3535281.574,PB,M,,,,,41,023162,*,,,
2001,10,281,1,1,17,681244.224,3535281.574,PB,F,,,,,27,6C7301,*,0,,
1997,3,229,1,1,17,681244.224,3535281.574,RM,F,,,E,P,13,2667,*,0,,
1996,3,218,1,1,17,681244.224,3535281.574,PF,M,,,,,8,146E61,*,0,,
1996,6,221,1,1,17,681244.224,3535281.574,PP,M,J,,,,12,2BB366,,0,,
2000,6,265,1,1,17,681244.224,3535281.574,PP,F,,,E,,14,7142PP,*,0,,
1997,10,236,1,1,17,681244.224,3535281.574,DO,M,,,,,54,2651,,0,,
1997,11,237,1,1,17,681244.224,3535281.574,OT,M,,,,,25,3119DC,,0,,
1983,1,64,1,1,17,681244.224,3535281.574,DO,F,,S,,,48,3962,,0,,
1982,7,60,1,1,17,681244.224,3535281.574,OT,F,,,,P,26,3623,,0,,
1983,10,73,1,1,17,681244.224,3535281.574,NAO,M,,,,,207,5193,,0,,
1983,12,75,1,1,17,681244.224,3535281.574,DM,M,,,,,40,5467,,0,,
1984,10,84,1,1,17,681244.224,3535281.574,DM,M,,,,,39,5436,,0,,D
1986,4,98,1,1,17,681244.224,3535281.574,PM,F,,,,P,26,6673,,0,,
2011,10,398,1,1,27,681244.211,3535275.654,PP,M,,,,,21,3A4B26,,,,
2012,9,409,1,1,27,681244.211,3535275.654,OT,F,,,E,,25,000559,*,000558,*,
2012,5,405,1,1,27,681244.211,3535275.654,PB,M,,,,,30,546110,*,,,
2011,8,397,1,1,27,681244.211,3535275.654,PP,M,,,,,15,3A4B26,*,,,
2012,8,408,1,1,27,681244.211,3535275.654,PP,F,,,,,25,,,,,
2012,7,407,1,1,27,681244.211,3535275.654,PP,M,,,,,23,,,,,
2006,5,336,1,1,27,681244.211,3535275.654,PP,M,,,,,10,7E4649,*,0,,
2006,10,341,1,1,27,681244.211,3535275.654,PP,M,,,,,16,64393E,*,0,,
2007,3,346,1,1,27,681244.211,3535275.654,SH,M,,,,,130,,,,,
2007,6,349,1,1,27,681244.211,3535275.654,SH,F,,,,,,,,,,
2006,12,343,1,1,27,681244.211,3535275.654,SH,F,,,,,,484250,*,0,,
2007,8,351,1,1,27,681244.211,3535275.654,SH,F,,,,,136,341162,*,,,
2003,11,306,1,1,27,681244.211,3535275.654,PB,F,,,,,27,4C5E55,,0,,
2003,5,300,1,1,27,681244.211,3535275.654,PB,F,,,,,18,137072,*,0,,
1989,4,133,1,1,27,681244.211,3535275.654,RM,F,,,E,,13,7385,,0,,
1988,6,123,1,1,27,681244.211,3535275.654,DM,M,,,,,47,6171,,6998,,
1992,4,170,1,1,27,681244.211,3535275.654,DM,M,,,,,51,1985,,761,,
2008,11,367,1,1,27,681244.211,3535275.654,DO,F,,,,,45,3F5F76,,,,
2002,4,287,1,1,27,681244.211,3535275.654,DO,M,,,,,52,460E62,,0,,
2000,8,268,1,1,27,681244.211,3535275.654,DM,M,,,,,42,683F3B,,0,,
2000,8,268,1,1,27,681244.211,3535275.654,PB,F,,,E,,,,,0,,E
2000,9,269,1,1,27,681244.211,3535275.654,PB,F,,,,,29,392E08,,0,,
2002,6,289,1,1,27,681244.211,3535275.654,PB,F,,,E,,30,040D4C,,0,,
2000,7,266,1,1,27,681244.211,3535275.654,PB,F,,,E,,30,392E08,*,0,,
2000,7,266,1,1,27,681244.211,3535275.654,DM,M,,,,,38,683F3B,*,0,,
2002,5,288,1,1,27,681244.211,3535275.654,PB,F,,,E,,39,040D4C,*,0,,
1996,8,223,1,1,27,681244.211,3535275.654,PP,M,,,,,19,14B644,,0,,
1997,4,230,1,1,27,681244.211,3535275.654,PP,M,,,,,23,14B644,,0,,
1995,9,212,1,1,27,681244.211,3535275.654,DO,M,,,,,59,4DEABF,,0,,
1981,10,51,1,1,27,681244.211,3535275.654,DO,F,,S,,,59,2702,,0,,
1982,11,63,1,1,27,681244.211,3535275.654,DO,M,,,,,56,3535,,0,,
1983,1,64,1,1,27,681244.211,3535275.654,DO,M,,,,,58,3535,,0,,
1983,12,75,1,1,27,681244.211,3535275.654,DO,F,,,,,49,3169,,0,,
1983,5,68,1,1,27,681244.211,3535275.654,PP,F,,,,,19,8001,,0,,
2012,11,411,1,1,26,681238.149,3535275.651,OT,M,,,,,22,000563,,000562,,
2005,11,329,1,1,26,681238.149,3535275.651,DM,F,J,,,,35,191B5C,*,0,,
2007,6,349,1,1,26,681238.149,3535275.651,SH,F,,,,,90,167356,*,,,
2004,5,312,1,1,26,681238.149,3535275.651,PP,F,,,,P,21,6C134E,,0,,
1990,4,146,1,1,26,681238.149,3535275.651,DM,M,,,,,38,1126,,0,,
1988,11,128,1,1,26,681238.149,3535275.651,PE,F,,,E,P,25,7244,,0,,
1987,11,117,1,1,26,681238.149,3535275.651,DM,F,,,,,43,6582,,0,,
1988,12,129,1,1,26,681238.149,3535275.651,OL,F,,,,,32,7499,,0,,
1987,10,116,1,1,26,681238.149,3535275.651,OT,M,,,,,27,7003,,0,,
1990,10,152,1,1,26,681238.149,3535275.651,DM,M,,,,,45,1126,,0,,
1992,5,172,1,1,26,681238.149,3535275.651,DM,M,,,,,49,0,,0,,
1991,12,166,1,1,26,681238.149,3535275.651,DM,M,,,,,54,1985,,-761,,
1991,8,162,1,1,26,681238.149,3535275.651,DO,M,,,,,52,1761,,1761,,
2008,9,365,1,1,26,681238.149,3535275.651,SF,F,,,,,122,6F6761,,,,
2007,11,354,1,1,26,681238.149,3535275.651,SF,M,,,,,110,043C2A,,,,
2002,7,290,1,1,26,681238.149,3535275.651,DM,M,,,,,50,76614,,0,,
2000,12,271,1,1,26,681238.149,3535275.651,PB,F,,,,,25,5E5F07,,0,,
1996,12,227,1,1,26,681238.149,3535275.651,DO,M,,,,,38,1EB525,*,0,,
1999,1,251,1,1,26,681238.149,3535275.651,DO,M,,,,,55,500,,0,,
1978,12,18,1,1,26,681238.149,3535275.651,DM,F,,,,,38,1575,,0,,
1986,5,99,1,1,26,681238.149,3535275.651,DM,F,,,,,43,6797,,0,,
1984,8,82,1,1,26,681238.149,3535275.651,DM,M,,,,,37,5436,,0,,
1986,12,106,1,1,26,681238.149,3535275.651,DM,M,,,,,40,6805,,0,,
2011,5,394,1,1,25,681231.759,3535275.599,PP,F,J,,,,9,523A0B,*,,,
2012,5,405,1,1,25,681231.759,3535275.599,PP,M,,,,,18,194B6E,*,,,
2012,9,409,1,1,25,681231.759,3535275.599,PP,F,,,,,16,,,,,
2012,7,407,1,1,25,681231.759,3535275.599,PB,F,,,,,15,,,,,
2007,10,353,1,1,25,681231.759,3535275.599,SF,M,,,,,52,4C0613,*,,,
2003,8,303,1,1,25,681231.759,3535275.599,PP,M,,,,,19,471C46,,0,,
2003,7,302,1,1,25,681231.759,3535275.599,PP,M,,,,,16,395822,*,0,,
2003,9,304,1,1,25,681231.759,3535275.599,RM,F,,,,,11,776D1A,*,0,,
1990,1,142,1,1,25,681231.759,3535275.599,OT,F,,,,,20,8712,,0,,
1991,7,161,1,1,25,681231.759,3535275.599,DM,M,,,,,51,1761,,1761,,
1992,10,177,1,1,25,681231.759,3535275.599,RM,M,,,,,8,2346,,0,,
1993,2,180,1,1,25,681231.759,3535275.599,RM,M,,,,,13,2408,,2408,,
1990,12,154,1,1,25,681231.759,3535275.599,DM,M,,,,,48,1126,,0,,
2007,11,354,1,1,25,681231.759,3535275.599,SH,M,,,,,82,032032,,,,
2008,8,364,1,1,25,681231.759,3535275.599,SF,F,,,,,122,6F6761,*,,,
2000,7,267,1,1,25,681231.759,3535275.599,PP,F,J,,,,13,18405C,*,0,,
2002,7,290,1,1,25,681231.759,3535275.599,PB,M,,,,,44,5B7263,,0,,
2002,11,293,1,1,25,681231.759,3535275.599,PP,F,,,E,,18,707B63,*,0,,
1996,1,216,1,1,25,681231.759,3535275.599,PB,F,,,,,38,25,*,0,,
1997,2,228,1,1,25,681231.759,3535275.599,DM,M,,,,,42,14CAAD,,0,,D
1997,7,233,1,1,25,681231.759,3535275.599,DM,F,,,,,28,2946,*,0,,
1995,10,213,1,1,25,681231.759,3535275.599,PP,M,J,,,,16,1EA277,*,0,,
2000,2,262,1,1,25,681231.759,3535275.599,PB,F,,,E,,27,6053PB,*,0,,
1999,3,253,1,1,25,681231.759,3535275.599,OT,M,,,,,27,445,,0,,
1980,4,33,1,1,25,681231.759,3535275.599,PF,F,,S,,,7,5001,,0,,
1982,9,62,1,1,25,681231.759,3535275.599,OT,F,,S,,,24,2799,,0,,
1983,10,73,1,1,25,681231.759,3535275.599,DM,M,,,,,38,5314,,0,,
1983,12,75,1,1,25,681231.759,3535275.599,DO,F,,,,,47,5464,,0,,
2009,7,375,1,1,24,681225.799,3535275.502,PB,F,J,,,,17,011934,,,,
2012,10,410,1,1,24,681225.799,3535275.502,PP,F,,,,,15,005F34,*,,,
2012,2,402,1,1,24,681225.799,3535275.502,DM,M,,,,,49,000373,*,000406,,
2010,9,387,1,1,24,681225.799,3535275.502,PP,F,,,E,,17,063941,*,,,
2012,7,407,1,1,24,681225.799,3535275.502,DM,M,,,,,55,000605,*,000606,*,
2012,6,406,1,1,24,681225.799,3535275.502,PP,M,,,,,11,64050B,*,,,
2005,11,329,1,1,24,681225.799,3535275.502,OT,M,,,,,27,552450,,0,,
2005,8,326,1,1,24,681225.799,3535275.502,PP,M,,,,,16,7B3C0C,*,0,,
2007,8,351,1,1,24,681225.799,3535275.502,PB,F,,,,,29,365074,,,,
2007,6,349,1,1,24,681225.799,3535275.502,RM,M,,,,,10,1D2A74,*,,,
2007,4,347,1,1,24,681225.799,3535275.502,PB,M,,,,,37,186731,,,,
2007,7,350,1,1,24,681225.799,3535275.502,PB,F,,,,,30,365074,,,,
2004,5,312,1,1,24,681225.799,3535275.502,PP,M,,,,,18,613768,,0,,
2003,11,306,1,1,24,681225.799,3535275.502,OT,F,,,,,22,081A00,,0,,D
2003,7,302,1,1,24,681225.799,3535275.502,OT,F,,,,,27,081A00,,0,,
2004,6,313,1,1,24,681225.799,3535275.502,PP,M,J,,,,13,0F7D24,*,0,,
2003,3,298,1,1,24,681225.799,3535275.502,OT,M,,,,,24,454C5C,,0,,
2003,8,303,1,1,24,681225.799,3535275.502,DM,M,,,,,36,5D0735,,0,,
2004,4,311,1,1,24,681225.799,3535275.502,PP,M,,,,,11,613768,,0,,
1989,3,132,1,1,24,681225.799,3535275.502,RM,F,,,E,,11,8647,,0,,
1988,4,121,1,1,24,681225.799,3535275.502,DM,F,,,E,,42,7146,,0,,
1989,5,134,1,1,24,681225.799,3535275.502,RM,F,,,E,,12,8647,,0,,
1989,12,141,1,1,24,681225.799,3535275.502,OT,F,,,,,19,8712,,0,,
1990,9,151,1,1,24,681225.799,3535275.502,DM,,,,,,,0,,0,,E
1992,2,168,1,1,24,681225.799,3535275.502,DO,M,,,,,36,1895,,0,,
1992,7,174,1,1,24,681225.799,3535275.502,DM,M,,,,,42,2273,,2274,,
1995,2,204,1,1,24,681225.799,3535275.502,DO,M,,,,,33,144782,*,0,,
1993,8,186,1,1,24,681225.799,3535275.502,DM,F,,,,,36,4DF0D8,*,0,,
1992,1,167,1,1,24,681225.799,3535275.502,DO,M,,,,,31,1895,,0,,
1994,12,202,1,1,24,681225.799,3535275.502,DM,F,,,,,41,10B54A,,0,,
1990,8,150,1,1,24,681225.799,3535275.502,DM,F,,,E,,43,8876,,0,,E
1991,1,155,1,1,24,681225.799,3535275.502,DO,M,,,,,54,1150,,0,,
1992,5,172,1,1,24,681225.799,3535275.502,DM,M,,,,,43,2274,,2273,,
2008,5,360,1,1,24,681225.799,3535275.502,DM,M,,,,,36,253614,,,,
2009,4,372,1,1,24,681225.799,3535275.502,PP,F,,,,,15,545A78,*,,,
2009,3,371,1,1,24,681225.799,3535275.502,PP,M,,,,,15,2E490E,,,,
2009,2,370,1,1,24,681225.799,3535275.502,RM,F,,,,P,13,2D723E,*,,,
2008,6,362,1,1,24,681225.799,3535275.502,PB,F,,,,,32,554F6F,,,,
2007,12,355,1,1,24,681225.799,3535275.502,OT,F,,,,,21,522E49,,,,
2000,11,270,1,1,24,681225.799,3535275.502,DM,M,,,,,41,680441,,0,,
2000,8,268,1,1,24,681225.799,3535275.502,PB,F,,,,,25,5E5F07,,0,,
2002,5,288,1,1,24,681225.799,3535275.502,PP,M,,,,,15,6E6A38,,0,,
1996,11,226,1,1,24,681225.799,3535275.502,DM,M,,,,,40,14CAAD,,0,,
1997,4,230,1,1,24,681225.799,3535275.502,PP,F,,,,,21,6243D7,,0,,
1997,2,228,1,1,24,681225.799,3535275.502,DO,F,,S,E,,47,7011F5,,0,,
1995,6,208,1,1,24,681225.799,3535275.502,DM,F,,S,B,,50,0DFEB6,,0,,
1995,12,214,1,1,24,681225.799,3535275.502,PB,F,,,,,40,10B9E2,*,0,,
1998,11,249,1,1,24,681225.799,3535275.502,DM,M,J,,,,38,33,,0,,
1998,5,243,1,1,24,681225.799,3535275.502,DO,M,,,,,59,8003DO,*,0,,
1999,2,252,1,1,24,681225.799,3535275.502,OT,M,,,,,25,6002OT,,445,,
1999,3,253,1,1,24,681225.799,3535275.502,DM,F,,,E,,43,33,,0,,
1999,11,259,1,1,24,681225.799,3535275.502,PB,F,,,,,22,6011PB,*,0,,
1997,9,235,1,1,24,681225.799,3535275.502,DM,F,,,,,45,1DF18F,,0,,
1983,1,64,1,1,24,681225.799,3535275.502,DO,M,,,,,52,3894,,0,,
1983,3,66,1,1,24,681225.799,3535275.502,DO,F,,,,,52,3963,,0,,
1983,11,74,1,1,24,681225.799,3535275.502,DM,M,,,,,39,5314,,0,,
1983,4,67,1,1,24,681225.799,3535275.502,PF,M,,,,,7,6502,,0,,
1983,12,75,1,1,24,681225.799,3535275.502,OL,F,,S,,,30,5176,,0,,
1983,9,72,1,1,24,681225.799,3535275.502,DO,M,,,,,42,5273,,0,,
1984,12,85,1,1,24,681225.799,3535275.502,DO,M,,,,,56,5513,,0,,
1983,8,71,1,1,24,681225.799,3535275.502,DM,F,,,,,34,5105,,0,,
2011,8,397,1,1,23,681219.845,3535275.802,DM,F,,,E,,42,000755,*,000756,*,
2012,9,409,1,1,23,681219.845,3535275.802,PE,M,,,,,20,000560,*,000561,*,
2012,12,412,1,1,23,681219.845,3535275.802,DM,M,,,,,45,000663,,000662,,
2005,9,327,1,1,23,681219.845,3535275.802,PB,M,,,,,30,7B294B,,0,,
2006,11,342,1,1,23,681219.845,3535275.802,PP,M,,,,,19,194C56,*,0,,
2007,6,349,1,1,23,681219.845,3535275.802,PB,F,,,,,29,365074,,,,
2007,2,345,1,1,23,681219.845,3535275.802,PB,M,,,,,25,5E7B6E,*,,,
2007,3,346,1,1,23,681219.845,3535275.802,SH,F,,,,,47,,,,,
2007,1,344,1,1,23,681219.845,3535275.802,PB,M,,,,,35,753A51,*,,,
2004,8,315,1,1,23,681219.845,3535275.802,PP,M,,,,,14,6F7A52,*,0,,
2003,3,298,1,1,23,681219.845,3535275.802,PB,F,,,,,30,006F6A,,0,,
2003,8,303,1,1,23,681219.845,3535275.802,OT,F,J,,,,11,7D6A65,*,0,,
1990,3,145,1,1,23,681219.845,3535275.802,DM,F,,,,,39,1102,,0,,
1990,5,147,1,1,23,681219.845,3535275.802,DM,F,,,E,,48,1102,,0,,
1991,3,157,1,1,23,681219.845,3535275.802,DM,M,,,,,47,1342,,0,,
1990,12,154,1,1,23,681219.845,3535275.802,DM,M,,,,,47,1342,,0,,
1992,8,175,1,1,23,681219.845,3535275.802,OL,M,,,,,40,2341,,0,,
1991,9,163,1,1,23,681219.845,3535275.802,DO,M,,,,,53,1763,,1763,,
1993,3,181,1,1,23,681219.845,3535275.802,DM,M,,,,,44,2466,,0,,
2008,1,356,1,1,23,681219.845,3535275.802,PB,F,,,,,30,365074,,,,
2008,8,364,1,1,23,681219.845,3535275.802,PP,F,,,,,,1F6D17,,,,
2008,6,362,1,1,23,681219.845,3535275.802,DM,M,,,,,36,253614,,,,
2007,12,355,1,1,23,681219.845,3535275.802,DO,M,,,,,48,6D5049,,,,
2001,1,272,1,1,23,681219.845,3535275.802,PB,F,,,,,25,7A6475,,0,,
2002,4,287,1,1,23,681219.845,3535275.802,PB,M,,,,,40,5B7263,,0,,
2002,5,288,1,1,23,681219.845,3535275.802,DM,M,,,,,47,76614,,0,,
2001,4,275,1,1,23,681219.845,3535275.802,PB,F,,,,,30,7A6475,,0,,
2000,11,270,1,1,23,681219.845,3535275.802,PE,F,,,B,,24,58485A,*,0,,
2001,10,281,1,1,23,681219.845,3535275.802,PB,F,,,,,30,4B1C10,*,0,,
1997,5,231,1,1,23,681219.845,3535275.802,PF,M,,,,,9,FA6558,,0,,
1995,10,213,1,1,23,681219.845,3535275.802,DM,F,,S,E,,52,16BA92,,0,,
1996,6,221,1,1,23,681219.845,3535275.802,PF,M,,,,,7,2BAA6A,*,0,,
1997,3,229,1,1,23,681219.845,3535275.802,DO,M,,,,,65,2669,*,0,,
1997,2,228,1,1,23,681219.845,3535275.802,DM,F,,,,,39,1DF18F,*,0,,
2000,1,261,1,1,23,681219.845,3535275.802,PP,M,,,,,16,5123PP,*,0,,
1998,7,245,1,1,23,681219.845,3535275.802,PP,M,J,,,,10,8120PP,*,,,
1999,2,252,1,1,23,681219.845,3535275.802,DM,F,,,,,41,33,,0,,
1997,7,234,1,1,23,681219.845,3535275.802,OT,F,,,E,,23,2815,*,0,,
2000,3,263,1,1,23,681219.845,3535275.802,PP,F,,,,P,34,6053PP,,0,,
1981,6,46,1,1,23,681219.845,3535275.802,DO,F,,,,,51,2702,,0,,
1982,5,58,1,1,23,681219.845,3535275.802,OT,M,J,,,,14,3314,,0,,
1979,5,23,1,1,23,681219.845,3535275.802,DM,M,J,,,,19,1793,,0,,
1983,1,64,1,1,23,681219.845,3535275.802,DM,M,,,,,46,3895,,0,,
1982,3,56,1,1,23,681219.845,3535275.802,DM,M,,,,,44,-1,,0,,
1983,3,66,1,1,23,681219.845,3535275.802,DO,M,,,,,54,3837,,0,,
1978,10,16,1,1,23,681219.845,3535275.802,DM,F,,,,,,1593,,0,,
1978,4,10,1,1,23,681219.845,3535275.802,DM,F,,,,,43,4429,,0,,
1980,4,33,1,1,23,681219.845,3535275.802,DM,M,J,,,,19,2406,,0,,
1984,10,84,1,1,23,681219.845,3535275.802,DM,F,,,,,38,5514,,0,,D
1985,11,95,1,1,23,681219.845,3535275.802,DM,M,,,,,41,6298,,0,,
2012,9,409,1,1,22,681213.715,3535275.366,PP,F,,,,,17,,,,,
2012,7,407,1,1,22,681213.715,3535275.366,PP,F,,,,,16,,,,,
2011,1,389,1,1,22,681213.715,3535275.366,DO,M,,,,,36,000147,*,000148,*,
2011,4,392,1,1,22,681213.715,3535275.366,PP,F,,,,,15,270777,,,,
2009,7,375,1,1,22,681213.715,3535275.366,PP,F,,,E,,14,1F6D17,,,,
2012,8,408,1,1,22,681213.715,3535275.366,OT,M,J,,,,11,000760,,000669,,
2012,11,411,1,1,22,681213.715,3535275.366,DM,M,,,,,43,000663,,000662,,
2005,6,324,1,1,22,681213.715,3535275.366,DO,M,,,,,52,125935,,0,,
2005,9,328,1,1,22,681213.715,3535275.366,PB,F,,,,,35,69072B,,0,,
2005,8,326,1,1,22,681213.715,3535275.366,PB,F,,,E,,36,69072B,,0,,
2005,12,330,1,1,22,681213.715,3535275.366,DO,M,,M,,,49,7E7929,*,0,,
2006,9,340,1,1,22,681213.715,3535275.366,PP,F,,,E,,20,203B67,,0,,
2007,8,351,1,1,22,681213.715,3535275.366,PB,F,,,,,27,2D507E,,,,
2007,10,353,1,1,22,681213.715,3535275.366,DO,M,,,,,49,6D5049,,,,
2007,6,349,1,1,22,681213.715,3535275.366,PB,F,,,,,21,34633B,*,,,
2007,2,345,1,1,22,681213.715,3535275.366,PB,M,,,,,37,794128,*,,,
2007,7,350,1,1,22,681213.715,3535275.366,PP,F,,,,,17,470249,*,,,
2003,7,302,1,1,22,681213.715,3535275.366,DO,M,,,,,46,1C0C75,*,0,,
2003,2,296,1,1,22,681213.715,3535275.366,OT,M,,,,,27,454C5C,,0,,
1987,9,115,1,1,22,681213.715,3535275.366,DM,M,,,,,47,6806,,0,,
1990,1,143,1,1,22,681213.715,3535275.366,DM,M,,,,,45,1114,,0,,
1993,4,182,1,1,22,681213.715,3535275.366,PP,,,,,,,,,,,
1990,10,152,1,1,22,681213.715,3535275.366,DM,M,,,,,38,1342,,0,,
1991,2,156,1,1,22,681213.715,3535275.366,DM,M,,,,,45,1342,,0,,
1994,2,191,1,1,22,681213.715,3535275.366,DM,M,,,,,39,4DE147,,0,,
1991,1,155,1,1,22,681213.715,3535275.366,DO,F,,S,,,53,8678,,0,,
2008,2,357,1,1,22,681213.715,3535275.366,DO,M,,,,,53,4D4329,*,,,
2009,3,371,1,1,22,681213.715,3535275.366,PP,M,,,,,14,601B06,*,,,
2009,5,373,1,1,22,681213.715,3535275.366,DO,F,,,,,36,166D3B,,,,
2008,6,361,1,1,22,681213.715,3535275.366,DO,F,,,,,50,4A522D,,,,
2008,1,356,1,1,22,681213.715,3535275.366,DM,M,,,,,38,253614,,,,
2000,12,271,1,1,22,681213.715,3535275.366,PB,F,,,,,26,7A6475,,0,,
2001,10,281,1,1,22,681213.715,3535275.366,PB,F,,,,,31,4B3355,,0,,D
2002,6,289,1,1,22,681213.715,3535275.366,PP,F,,,,,11,7D010C,*,0,,
2002,2,285,1,1,22,681213.715,3535275.366,DO,M,,,,,40,460E62,,0,,
1997,7,233,1,1,22,681213.715,3535275.366,DO,M,,,,,36,2947,*,0,,
1996,1,216,1,1,22,681213.715,3535275.366,DM,M,J,,,,27,78,*,0,,
1997,3,229,1,1,22,681213.715,3535275.366,RM,M,,,,,11,2671,*,0,,
1996,10,225,1,1,22,681213.715,3535275.366,DM,M,,,,,40,14CAAD,,0,,
1996,8,223,1,1,22,681213.715,3535275.366,PP,F,,,,,15,6243D7,,0,,
1997,6,232,1,1,22,681213.715,3535275.366,OL,M,J,,,,16,2850,*,0,,
1997,4,230,1,1,22,681213.715,3535275.366,RM,F,,,,P,14,2726,*,0,,
1996,9,224,1,1,22,681213.715,3535275.366,DM,M,,,,,35,14CAAD,*,0,,
1995,12,215,1,1,22,681213.715,3535275.366,PB,F,,,,,39,10B9E2,,0,,
1999,2,252,1,1,22,681213.715,3535275.366,DM,M,,,,,47,439,*,0,,
1999,6,256,1,1,22,681213.715,3535275.366,PM,M,,,,,20,16,,0,,
1999,10,258,1,1,22,681213.715,3535275.366,PB,M,,,,,45,5120PB,*,0,,
2000,3,263,1,1,22,681213.715,3535275.366,PB,F,,,B,,31,6052PB,,0,,
1999,4,254,1,1,22,681213.715,3535275.366,DM,F,,,,,41,199,,0,,
1999,5,255,1,1,22,681213.715,3535275.366,DM,F,,,E,,47,2505,,0,,
1998,1,239,1,1,22,681213.715,3535275.366,DM,M,,,,,39,2505,*,0,,
1998,5,242,1,1,22,681213.715,3535275.366,DM,F,,,E,,45,2505,,0,,
1983,1,64,1,1,22,681213.715,3535275.366,DO,F,,,,,54,3963,,0,,
1980,3,32,1,1,22,681213.715,3535275.366,PF,F,,,,,7,5001,,0,,
1982,3,56,1,1,22,681213.715,3535275.366,DO,F,,,,,54,4945,,0,,
1982,1,54,1,1,22,681213.715,3535275.366,DO,F,,,,,48,4945,,0,,
1978,7,13,1,1,22,681213.715,3535275.366,DM,F,,,,,45,4429,,0,,
1983,5,68,1,1,22,681213.715,3535275.366,OT,M,,,,,28,3993,,0,,
1984,2,76,1,1,22,681213.715,3535275.366,DO,F,,S,,,40,5308,,0,,
1987,5,111,1,1,22,681213.715,3535275.366,DM,M,,,,,44,6806,,0,,
1984,8,82,1,1,22,681213.715,3535275.366,DM,F,,,R,,43,5475,,0,,
1985,2,87,1,1,22,681213.715,3535275.366,DM,F,,S,,,36,5475,,0,,
2012,6,406,1,1,21,681207.087,3535275.669,PP,F,,,,,18,714233,*,,,
2011,5,394,1,1,21,681207.087,3535275.669,PP,M,,,,,21,4D4C7F,*,,,
2012,9,409,1,1,21,681207.087,3535275.669,OT,M,,,,,24,000563,*,000562,*,
2012,7,407,1,1,21,681207.087,3535275.669,PP,F,,,,,15,,,,,
2012,1,401,1,1,21,681207.087,3535275.669,OL,F,,,,,24,000245,,000287,,
2012,8,408,1,1,21,681207.087,3535275.669,DM,M,,,,,38,000663,*,000662,*,
2012,11,411,1,1,21,681207.087,3535275.669,PP,M,,,,,20,00F7FF,*,,,
2005,1,320,1,1,21,681207.087,3535275.669,PB,F,,,,,30,69072B,,0,,
2005,9,327,1,1,21,681207.087,3535275.669,PB,F,,,,,27,57651A,,0,,
2005,9,328,1,1,21,681207.087,3535275.669,PP,F,,,,,19,92308,,0,,
2006,10,341,1,1,21,681207.087,3535275.669,PB,F,,,,,30,0E6432,*,0,,
2006,9,340,1,1,21,681207.087,3535275.669,PP,F,J,,,,16,344E4D,*,0,,
2007,4,347,1,1,21,681207.087,3535275.669,PP,F,,,,,20,203B67,,,,
2007,2,345,1,1,21,681207.087,3535275.669,PE,F,,,,,22,495767,,,,
2007,8,351,1,1,21,681207.087,3535275.669,PB,F,,,,,29,702D24,*,,,
2007,6,349,1,1,21,681207.087,3535275.669,PB,F,,,,,,102A5F,*,,,E
2004,6,313,1,1,21,681207.087,3535275.669,PP,M,J,,,,12,455C7E,*,0,,
2003,11,306,1,1,21,681207.087,3535275.669,PP,F,,,,,14,606D58,,0,,
2003,8,303,1,1,21,681207.087,3535275.669,PP,F,,,,,17,6B0B79,,0,,
2003,7,302,1,1,21,681207.087,3535275.669,PP,M,,,,,18,471C46,,0,,
2002,12,294,1,1,21,681207.087,3535275.669,OT,F,,,,,19,463239,,0,,
2003,3,298,1,1,21,681207.087,3535275.669,PE,F,,,E,,19,127145,*,0,,
1988,1,118,1,1,21,681207.087,3535275.669,DM,M,,,,,43,6806,,0,,
1988,12,129,1,1,21,681207.087,3535275.669,DO,M,,,,,52,7452,,0,,
1988,5,122,1,1,21,681207.087,3535275.669,DM,M,,,,,45,6806,,0,,
1987,10,116,1,1,21,681207.087,3535275.669,DM,M,,,,,43,6806,,0,,
1989,4,133,1,1,21,681207.087,3535275.669,PE,M,,,,,25,8854,,0,,
1987,11,117,1,1,21,681207.087,3535275.669,DM,M,,,,,43,6806,,0,,
1992,5,172,1,1,21,681207.087,3535275.669,DM,F,,S,,,45,2272,,0,,
1991,6,160,1,1,21,681207.087,3535275.669,DO,M,,,,,,0,,0,,E
1993,1,179,1,1,21,681207.087,3535275.669,DO,,,,,,,1982,,0,,D
1993,3,181,1,1,21,681207.087,3535275.669,DM,F,,S,,,47,2463,,0,,
1992,7,174,1,1,21,681207.087,3535275.669,DM,F,,S,E,,46,2272,,2271,,
1995,4,207,1,1,21,681207.087,3535275.669,DM,M,,,,,47,0DE45D,,0,,
1990,11,153,1,1,21,681207.087,3535275.669,DM,M,,,,,40,1342,,0,,
1993,5,183,1,1,21,681207.087,3535275.669,DO,M,,,,,50,1F422E,*,0,,
2008,6,362,1,1,21,681207.087,3535275.669,DO,M,,,,,50,4D4329,,,,
2009,6,374,1,1,21,681207.087,3535275.669,DO,F,,,,,37,166D3B,,,,
2008,7,363,1,1,21,681207.087,3535275.669,PB,F,,,,,31,554F6F,,,,
